year,geo_name,geo,income
2014,Calhoun County,05000US28013,29893
2014,Estill County,05000US21065,29905
2014,Stone County,05000US05137,29982
2014,Wright County,05000US29229,30029
2014,Casey County,05000US21045,30051
2014,Roane County,05000US54087,30104
2014,Floyd County,05000US21071,30190
2014,Kemper County,05000US28069,30206
2014,Scott County,05000US47151,30206
2014,Emporia city,05000US51595,30240
2014,Macon County,05000US01087,30254
2014,Hardeman County,05000US47069,30260
2014,Choctaw County,05000US40023,30282
2014,Radford city,05000US51750,30284
2014,Taylor County,05000US13269,30288
2014,Menifee County,05000US21165,30313
2014,Quitman County,05000US13239,30313
2014,Evangeline Parish,05000US22039,30323
2014,Monroe County,05000US21171,30378
2014,Atkinson County,05000US13003,30403
2014,Galax city,05000US51640,30430
2014,Metcalfe County,05000US21169,30453
2014,Robertson County,05000US21201,30479
2014,Candler County,05000US13043,30518
2014,Todd County,05000US46121,30539
2014,Monroe County,05000US01099,30569
2014,"Robeson County, NC",05000US37155,30581
2014,Franklin Parish,05000US22041,30607
2014,Ben Hill County,05000US13017,30643
2014,Trujillo Alto Municipio,05000US72139,30687
2014,Sharkey County,05000US28125,30688
2014,Mineral County,05000US54057,30713
2014,Wilkes County,05000US13317,30729
2014,Zapata County,05000US48505,30758
2014,Choctaw County,05000US28019,30768
2014,Russell County,05000US21207,30773
2014,Cumberland County,05000US21057,30813
2014,Sharp County,05000US05135,30826
2014,Scotland County,05000US37165,30834
2014,Hale County,05000US01065,30839
2014,Pemiscot County,05000US29155,30840
2014,Douglas County,05000US29067,30879
2014,Cocke County,05000US47029,30888
2014,Lee County,05000US45061,30939
2014,Clarke County,05000US01025,30951
2014,Presidio County,05000US48377,30983
2014,Montgomery County,05000US28097,30993
2014,Calhoun County,05000US54013,31017
2014,Van Buren County,05000US05141,31030
2014,Decatur County,05000US13087,31090
2014,Mitchell County,05000US13205,31101
2014,Lauderdale County,05000US47097,31185
2014,Lafayette County,05000US05073,31215
2014,Izard County,05000US05065,31219
2014,Wayne County,05000US47181,31225
2014,Lee County,05000US51105,31264
2014,Harmon County,05000US40057,31285
2014,Twiggs County,05000US13289,31285
2014,Toombs County,05000US13279,31291
2014,Chickasaw County,05000US28017,31301
2014,St. Francis County,05000US05123,31336
2014,Red River County,05000US48387,31344
2014,Alamosa County,05000US08003,31400
2014,Tunica County,05000US28143,31406
2014,Escambia County,05000US01053,31422
2014,Dougherty County,05000US13095,31458
2014,Northampton County,05000US37131,31468
2014,Ripley County,05000US29181,31473
2014,Clarke County,05000US28023,31478
2014,Harding County,05000US35021,31500
2014,Jackson County,05000US05067,31512
2014,Esmeralda County,05000US32009,31528
2014,Crowley County,05000US08025,31534
2014,Rockcastle County,05000US21203,31536
2014,Butler County,05000US01013,31571
2014,Nevada County,05000US05099,31614
2014,Knott County,05000US21119,31624
2014,Letcher County,05000US21133,31630
2014,Grady County,05000US13131,31653
2014,Sanders County,05000US30089,31665
2014,Attala County,05000US28007,31671
2014,Brooks County,05000US13027,31686
2014,Chesterfield County,05000US45025,31692
2014,Johnson County,05000US47091,31711
2014,Washington Parish,05000US22117,31750
2014,Perry County,05000US47135,31750
2014,Buffalo County,05000US46017,31758
2014,Baldwin County,05000US13009,31758
2014,Dunklin County,05000US29069,31777
2014,Webster County,05000US13307,31809
2014,Berrien County,05000US13019,31812
2014,Ozark County,05000US29153,31833
2014,West Carroll Parish,05000US22123,31843
2014,Tallahatchie County,05000US28135,31860
2014,St. Clair County,05000US29185,31875
2014,Hickory County,05000US29085,31897
2014,Pike County,05000US28113,31926
2014,Braxton County,05000US54007,31984
2014,Wilkinson County,05000US28157,32044
2014,Pike County,05000US05109,32045
2014,Madison County,05000US16065,32052
2014,Clay County,05000US05021,32057
2014,Wilkes County,05000US37193,32157
2014,Covington County,05000US28031,32162
2014,Danville city,05000US51590,32173
2014,Hertford County,05000US37091,32201
2014,McNairy County,05000US47109,32214
2014,Ouachita County,05000US05103,32220
2014,Colleton County,05000US45029,32224
2014,Colquitt County,05000US13071,32233
2014,Clarendon County,05000US45027,32243
2014,Whitley County,05000US21235,32255
2014,Custer County,05000US08027,32261
2014,Jasper County,05000US28061,32261
2014,Montgomery County,05000US05097,32293
2014,Perry County,05000US21193,32302
2014,Coosa County,05000US01037,32340
2014,Oktibbeha County,05000US28105,32348
2014,Drew County,05000US05043,32351
2014,Apache County,05000US04001,32396
2014,Pushmataha County,05000US40127,32462
2014,Kinney County,05000US48271,32473
2014,Duval County,05000US48131,32479
2014,Chattooga County,05000US13055,32496
2014,Ziebach County,05000US46137,32500
2014,Newton County,05000US05101,32500
2014,Maverick County,05000US48323,32536
2014,Wilcox County,05000US13315,32545
2014,Johnson County,05000US05071,32553
2014,Dallas County,05000US05039,32554
2014,Pike County,05000US21195,32571
2014,Dolores County,05000US08033,32578
2014,Hempstead County,05000US05057,32587
2014,Owyhee County,05000US16073,32589
2014,Otero County,05000US08089,32594
2014,Terrell County,05000US13273,32602
2014,Winn Parish,05000US22127,32608
2014,Lincoln County,05000US05079,32615
2014,Campbell County,05000US47013,32616
2014,Carter County,05000US29035,32656
2014,Echols County,05000US13101,32667
2014,Jackson County,05000US17077,32681
2014,Putnam County,05000US12107,32714
2014,Montgomery County,05000US37123,32715
2014,Bamberg County,05000US45009,32738
2014,Carter County,05000US47019,32754
2014,Clark County,05000US16033,32770
2014,Rolette County,05000US38079,32781
2014,Buena Vista city,05000US51530,32789
2014,Pike County,05000US01109,32798
2014,Bienville Parish,05000US22013,32826
2014,Halifax County,05000US37083,32834
2014,Chambers County,05000US01017,32835
2014,Clay County,05000US28025,32844
2014,Houston County,05000US48225,32855
2014,Claiborne County,05000US47025,32884
2014,Corson County,05000US46031,32892
2014,Huerfano County,05000US08055,32932
2014,Clay County,05000US54015,32933
2014,Fulton County,05000US21075,32948
2014,Leake County,05000US28079,32953
2014,Howell County,05000US29091,33006
2014,McCurtain County,05000US40089,33012
2014,Baylor County,05000US48023,33019
2014,Mineral County,05000US30061,33060
2014,Meigs County,05000US47121,33061
2014,Grenada County,05000US28043,33067
2014,Wayne County,05000US29223,33072
2014,Bath County,05000US21011,33091
2014,Perry County,05000US28111,33097
2014,Dickenson County,05000US51051,33106
2014,Washington County,05000US37187,33115
2014,Franklin city,05000US51620,33133
2014,Emanuel County,05000US13107,33142
2014,Fayette County,05000US01057,33144
2014,Benton County,05000US29015,33145
2014,Chester County,05000US45023,33151
2014,Hall County,05000US48191,33205
2014,Miller County,05000US13201,33224
2014,Poinsett County,05000US05111,33238
2014,Oscoda County,05000US26135,33240
2014,Piute County,05000US49031,33250
2014,Clare County,05000US26035,33264
2014,Marion County,05000US05089,33293
2014,Burke County,05000US13033,33299
2014,Adair County,05000US40001,33325
2014,Crittenden County,05000US21055,33356
2014,Anson County,05000US37007,33388
2014,"Cameron County, TX",05000US48061,33390
2014,Fleming County,05000US21069,33392
2014,Saguache County,05000US08109,33398
2014,Pulaski County,05000US21199,33425
2014,"Clarke County, GA",05000US13059,33430
2014,Lawrence County,05000US05075,33481
2014,Laurens County,05000US13175,33487
2014,Glacier County,05000US30035,33493
2014,Carroll County,05000US51035,33495
2014,Jackson County,05000US47087,33500
2014,Madison County,05000US12079,33520
2014,Roscommon County,05000US26143,33540
2014,Polk County,05000US05113,33558
2014,Socorro County,05000US35053,33570
2014,Shannon County,05000US29203,33583
2014,Falls County,05000US48145,33587
2014,Costilla County,05000US08023,33594
2014,Glades County,05000US12043,33609
2014,Searcy County,05000US05129,33610
2014,Orangeburg County,05000US45075,33615
2014,Bristol city,05000US51520,33616
2014,Natchitoches Parish,05000US22069,33629
2014,Barnwell County,05000US45011,33639
2014,Sumter County,05000US13261,33694
2014,Dewey County,05000US46041,33704
2014,Marengo County,05000US01091,33714
2014,Bradley County,05000US05011,33745
2014,Webster County,05000US28155,33769
2014,Athens County,05000US39009,33773
2014,Avoyelles Parish,05000US22009,33781
2014,Grayson County,05000US21085,33788
2014,Alcorn County,05000US28003,33790
2014,Prentiss County,05000US28117,33811
2014,Marion County,05000US01093,33819
2014,Wheatland County,05000US30107,33825
2014,Edgecombe County,05000US37065,33892
2014,Yalobusha County,05000US28161,33900
2014,Haywood County,05000US47075,33922
2014,Petersburg city,05000US51730,33927
2014,St. Landry Parish,05000US22097,33928
2014,White County,05000US47185,33933
2014,Pulaski County,05000US17153,33946
2014,Sabine County,05000US48403,33951
2014,Winston County,05000US28159,33969
2014,Gogebic County,05000US26053,34021
2014,Rabun County,05000US13241,34043
2014,Calhoun County,05000US12013,34053
2014,Tyrrell County,05000US37177,34056
2014,Richmond County,05000US37153,34060
2014,Carroll County,05000US28015,34060
2014,Winston County,05000US01133,34064
2014,Talbot County,05000US13263,34073
2014,Vance County,05000US37181,34075
2014,Jefferson County,05000US40067,34080
2014,Hardin County,05000US47071,34084
2014,Benton County,05000US47005,34087
2014,Menard County,05000US48327,34091
2014,Screven County,05000US13251,34097
2014,Clark County,05000US05019,34109
2014,Macon County,05000US47111,34156
2014,Morgan County,05000US29141,34179
2014,Lincoln Parish,05000US22061,34210
2014,Claiborne Parish,05000US22027,34216
2014,New Madrid County,05000US29143,34224
2014,Cook County,05000US13075,34230
2014,Van Buren County,05000US47175,34250
2014,Washington County,05000US29221,34282
2014,"Bronx County, NY",05000US36005,34284
2014,Choctaw County,05000US01023,34325
2014,Henry County,05000US51089,34344
2014,Unicoi County,05000US47171,34346
2014,Marion County,05000US48315,34363
2014,Green County,05000US21087,34368
2014,Foard County,05000US48155,34375
2014,Malheur County,05000US41045,34380
2014,Mississippi County,05000US05093,34424
2014,Reynolds County,05000US29179,34432
2014,Hughes County,05000US40063,34439
2014,Guaynabo Municipio,05000US72061,34450
2014,Bledsoe County,05000US47007,34450
2014,Lemhi County,05000US16059,34457
2014,Murray County,05000US13213,34478
2014,Adair County,05000US21001,34490
2014,Hampton County,05000US45049,34494
2014,Mingo County,05000US54059,34495
2014,Tishomingo County,05000US28141,34499
2014,Cherokee County,05000US37039,34507
2014,Coffee County,05000US13069,34523
2014,Lake County,05000US41037,34535
2014,Scott County,05000US28123,34555
2014,Grainger County,05000US47057,34566
2014,Butler County,05000US21031,34581
2014,Warren County,05000US47177,34592
2014,Lincoln County,05000US13181,34596
2014,Columbus County,05000US37047,34597
2014,Upson County,05000US13293,34614
2014,Wyoming County,05000US54109,34620
2014,Swain County,05000US37173,34632
2014,Brown County,05000US31017,34645
2014,Montgomery County,05000US13209,34653
2014,Northampton County,05000US51131,34656
2014,Coleman County,05000US48083,34692
2014,Bennett County,05000US46007,34697
2014,Torrance County,05000US35057,34720
2014,Adams County,05000US39001,34733
2014,Patrick County,05000US51141,34753
2014,Pocahontas County,05000US54075,34761
2014,Cherokee County,05000US45021,34766
2014,Russell County,05000US51167,34768
2014,Hart County,05000US21099,34771
2014,Putnam County,05000US47141,34780
2014,Duplin County,05000US37061,34787
2014,"St. Louis city, MO",05000US29510,34800
2014,Bullock County,05000US01011,34804
2014,Wheeler County,05000US41069,34808
2014,Dodge County,05000US13091,34812
2014,Charlotte County,05000US51037,34820
2014,Tift County,05000US13277,34830
2014,Cottle County,05000US48101,34833
2014,Caldwell County,05000US37027,34853
2014,Motley County,05000US48345,34853
2014,Washington County,05000US13303,34877
2014,Seminole County,05000US13253,34894
2014,Overton County,05000US47133,34913
2014,Fayette County,05000US54019,34914
2014,Walthall County,05000US28147,34934
2014,"Hidalgo County, TX",05000US48215,34952
2014,Warren County,05000US37185,34953
2014,Adair County,05000US29001,34976
2014,Cherokee County,05000US01019,34983
2014,Calhoun County,05000US05013,35000
2014,Dixie County,05000US12029,35000
2014,Early County,05000US13099,35000
2014,Tippah County,05000US28139,35024
2014,Johnson County,05000US21115,35026
2014,Summers County,05000US54089,35040
2014,Hidalgo County,05000US35023,35048
2014,Catahoula Parish,05000US22025,35093
2014,Halifax County,05000US51083,35093
2014,Union Parish,05000US22111,35115
2014,Ashley County,05000US05003,35136
2014,Elbert County,05000US13105,35170
2014,Colfax County,05000US35007,35189
2014,Copiah County,05000US28029,35199
2014,Union County,05000US45087,35221
2014,Eastland County,05000US48133,35221
2014,Trinity County,05000US48455,35223
2014,Ware County,05000US13299,35247
2014,St. Helena Parish,05000US22091,35262
2014,Clay County,05000US01027,35286
2014,Webster Parish,05000US22119,35292
2014,Culberson County,05000US48109,35302
2014,Alleghany County,05000US37005,35319
2014,Tattnall County,05000US13267,35346
2014,Ontonagon County,05000US26131,35365
2014,Union County,05000US28145,35389
2014,Prowers County,05000US08099,35408
2014,Abbeville County,05000US45001,35409
2014,Pulaski County,05000US13235,35430
2014,Fannin County,05000US13111,35441
2014,Franklin County,05000US01059,35450
2014,Mellette County,05000US46095,35478
2014,Levy County,05000US12075,35483
2014,Okeechobee County,05000US12093,35490
2014,Watauga County,05000US37189,35491
2014,Darlington County,05000US45031,35494
2014,Lincoln County,05000US28085,35502
2014,Bleckley County,05000US13023,35507
2014,Pickett County,05000US47137,35510
2014,Thomas County,05000US13275,35515
2014,Taylor County,05000US21217,35521
2014,La Salle County,05000US48283,35554
2014,Essex County,05000US50009,35567
2014,Whitman County,05000US53075,35578
2014,Okfuskee County,05000US40107,35586
2014,Baxter County,05000US05005,35594
2014,Knox County,05000US29103,35597
2014,Lincoln County,05000US30053,35603
2014,Seminole County,05000US40133,35607
2014,Lincoln County,05000US54043,35623
2014,Gilmer County,05000US54021,35625
2014,Hamilton County,05000US12047,35629
2014,Barbour County,05000US01005,35634
2014,Bulloch County,05000US13031,35642
2014,Mercer County,05000US54055,35678
2014,Frio County,05000US48163,35681
2014,Lenoir County,05000US37107,35687
2014,Iron County,05000US26071,35689
2014,Comanche County,05000US48093,35692
2014,Lafayette County,05000US12067,35720
2014,Sampson County,05000US37163,35731
2014,Laurel County,05000US21125,35746
2014,Haskell County,05000US40061,35764
2014,Texas County,05000US29215,35822
2014,Taos County,05000US35055,35823
2014,Harney County,05000US41025,35828
2014,Crawford County,05000US29055,35829
2014,Weakley County,05000US47183,35845
2014,Ogemaw County,05000US26129,35850
2014,Greene County,05000US47059,35860
2014,Franklin County,05000US13119,35878
2014,Surry County,05000US37171,35894
2014,Talladega County,05000US01121,35896
2014,"Highlands County, FL",05000US12055,35911
2014,Nottoway County,05000US51135,35911
2014,Hitchcock County,05000US31087,35938
2014,Lincoln County,05000US21137,35949
2014,Schoolcraft County,05000US26153,35955
2014,Harrison County,05000US21097,35957
2014,Le Flore County,05000US40079,35970
2014,Meigs County,05000US39105,35970
2014,Franklin County,05000US28037,35995
2014,Lake County,05000US06033,35997
2014,Union County,05000US47173,36009
2014,Lamar County,05000US01075,36021
2014,Forest County,05000US42053,36037
2014,Greenwood County,05000US45047,36045
2014,Pendleton County,05000US54071,36052
2014,Schuyler County,05000US29197,36060
2014,Logan County,05000US05083,36062
2014,Russell County,05000US01113,36066
2014,Clay County,05000US37043,36089
2014,Hardee County,05000US12049,36094
2014,Simpson County,05000US28127,36097
2014,Logan County,05000US21141,36101
2014,DeSoto County,05000US12027,36114
2014,Lewis County,05000US47101,36114
2014,Martin County,05000US37117,36132
2014,Gadsden County,05000US12039,36146
2014,Norton city,05000US51720,36148
2014,Crook County,05000US41013,36158
2014,Lewis County,05000US16061,36159
2014,Butler County,05000US29023,36160
2014,Carroll County,05000US47017,36168
2014,Union County,05000US35059,36176
2014,Independence County,05000US05063,36186
2014,Delaware County,05000US40041,36198
2014,Dade County,05000US29057,36209
2014,Fairfield County,05000US45039,36213
2014,Sevier County,05000US05133,36218
2014,Lawrence County,05000US21127,36225
2014,Holmes County,05000US12059,36236
2014,Nodaway County,05000US29147,36237
2014,Ashe County,05000US37009,36244
2014,Fulton County,05000US05049,36244
2014,Tazewell County,05000US51185,36248
2014,Shelby County,05000US48419,36250
2014,Covington County,05000US01039,36256
2014,Geneva County,05000US01061,36268
2014,McDowell County,05000US37111,36271
2014,Marion County,05000US13197,36271
2014,Cibola County,05000US35006,36279
2014,Crisp County,05000US13081,36280
2014,Brantley County,05000US13025,36301
2014,Jackson County,05000US12063,36310
2014,Cass County,05000US48067,36342
2014,Barbour County,05000US54001,36351
2014,Luce County,05000US26095,36398
2014,Houghton County,05000US26061,36443
2014,Montmorency County,05000US26119,36448
2014,Hardy County,05000US54031,36465
2014,Jackson Parish,05000US22049,36466
2014,Johnson County,05000US13167,36466
2014,Washington County,05000US16087,36483
2014,Randolph County,05000US05121,36487
2014,Randolph County,05000US01111,36498
2014,Hendry County,05000US12051,36504
2014,Sabine Parish,05000US22085,36513
2014,Forrest County,05000US28035,36538
2014,Kenedy County,05000US48261,36563
2014,Roosevelt County,05000US35041,36567
2014,Scott County,05000US51169,36579
2014,"Navajo County, AZ",05000US04017,36591
2014,Tillman County,05000US40141,36592
2014,Miller County,05000US29131,36592
2014,Meriwether County,05000US13199,36606
2014,"Bibb County, GA",05000US13021,36614
2014,Ottawa County,05000US40115,36616
2014,Clay County,05000US46027,36627
2014,Panola County,05000US28107,36651
2014,Briscoe County,05000US48045,36696
2014,Jackson County,05000US37099,36705
2014,Jeff Davis County,05000US13161,36707
2014,Monroe County,05000US28095,36708
2014,Walker County,05000US01127,36712
2014,Somerset County,05000US24039,36716
2014,McIntosh County,05000US40091,36718
2014,Irwin County,05000US13155,36729
2014,Itawamba County,05000US28057,36740
2014,Scott County,05000US05127,36754
2014,Caldwell Parish,05000US22021,36792
2014,Jefferson County,05000US05069,36799
2014,Roosevelt County,05000US30085,36825
2014,Neshoba County,05000US28099,36830
2014,Lexington city,05000US51678,36840
2014,Trinity County,05000US06105,36862
2014,Woodson County,05000US20207,36863
2014,Rutherford County,05000US37161,36863
2014,Hart County,05000US13147,36867
2014,Jackson County,05000US01071,36874
2014,Macon County,05000US29121,36878
2014,Putnam County,05000US29171,36886
2014,Newton County,05000US48351,36890
2014,Carroll County,05000US05015,36897
2014,Prairie County,05000US05117,36904
2014,Lanier County,05000US13173,36904
2014,Taylor County,05000US12123,36907
2014,Iosco County,05000US26069,36928
2014,Scioto County,05000US39145,36945
2014,"Orleans Parish, LA",05000US22071,36964
2014,Sussex County,05000US51183,36972
2014,Tripp County,05000US46123,36978
2014,Cleburne County,05000US01029,37008
2014,La Paz County,05000US04012,37009
2014,Knox County,05000US48275,37018
2014,Real County,05000US48385,37019
2014,Brunswick County,05000US51025,37028
2014,Blaine County,05000US30005,37065
2014,Uvalde County,05000US48463,37078
2014,Piscataquis County,05000US23021,37110
2014,Wirt County,05000US54105,37117
2014,Noble County,05000US39121,37126
2014,Carter County,05000US21043,37139
2014,Chowan County,05000US37041,37154
2014,Crawford County,05000US20037,37154
2014,Graham County,05000US37075,37161
2014,Lamb County,05000US48279,37161
2014,Lauderdale County,05000US28075,37165
2014,Grundy County,05000US29079,37167
2014,Milam County,05000US48331,37183
2014,Sullivan County,05000US29211,37198
2014,Monroe County,05000US47123,37202
2014,Trousdale County,05000US47169,37211
2014,Decatur County,05000US47039,37219
2014,Cherokee County,05000US40021,37230
2014,Prince Edward County,05000US51147,37238
2014,"Lowndes County, GA",05000US13185,37248
2014,Taney County,05000US29213,37249
2014,Grant County,05000US41023,37258
2014,Wilkinson County,05000US13319,37258
2014,Iron County,05000US29093,37259
2014,Linn County,05000US29115,37264
2014,Jones County,05000US37103,37288
2014,Crockett County,05000US47033,37298
2014,Logan County,05000US54045,37312
2014,Conway County,05000US05029,37314
2014,Gregory County,05000US46053,37321
2014,Franklin County,05000US17055,37333
2014,Nolan County,05000US48353,37342
2014,Crenshaw County,05000US01041,37349
2014,Madison County,05000US05087,37351
2014,Smith County,05000US28129,37356
2014,Conejos County,05000US08021,37357
2014,Wise County,05000US51195,37357
2014,Lawrence County,05000US47099,37371
2014,Yell County,05000US05149,37378
2014,Aroostook County,05000US23003,37378
2014,Jackson County,05000US39079,37393
2014,Decatur County,05000US20039,37396
2014,Morgan County,05000US54065,37406
2014,DeKalb County,05000US47041,37409
2014,Greene County,05000US28041,37412
2014,Towns County,05000US13281,37425
2014,Kiowa County,05000US40075,37431
2014,Hawkins County,05000US47073,37432
2014,Josephine County,05000US41033,37447
2014,"Philadelphia County, PA",05000US42101,37460
2014,Gibson County,05000US47053,37460
2014,St. Francois County,05000US29187,37476
2014,Lawrence County,05000US28077,37477
2014,Sequoyah County,05000US40135,37483
2014,Mitchell County,05000US37121,37487
2014,Wayne County,05000US54099,37491
2014,Gallia County,05000US39053,37494
2014,Siskiyou County,05000US06093,37495
